timestamp,id,screen,checkType,status,minSize,minSpacing,measuredCount,violations,measurements
"2026-09-02T11:30:04.167Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:30:09.767Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:30:50.549Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:30:56.629Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:31:04.363Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:31:41.665Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:31:47.446Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:31:53.480Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:36:24.370Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:36:29.166Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:36:34.658Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:36:53.138Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:36:58.312Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:37:05.678Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:39:06.987Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:39:12.204Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:39:17.127Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:41:55.851Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:42:00.226Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
"2026-09-02T11:42:05.804Z","ID-M14","payments","size","fail","44","8","7","input[name=""payee.name""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.address.street""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.phoneNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""payee.accountNumber""]: measured 205.33x17.33, expected >= 44x44 | input[name=""verifyAccount""]: measured 205.33x17.33, expected >= 44x44 | input[name=""amount""]: measured 205.33x17.33, expected >= 44x44 | input[value=""Send Payment""]: measured 109.14x19.00, expected >= 44x44","input[name=""payee.name""]:205.33x17.33@(466.53,352.33) | input[name=""payee.address.street""]:205.33x17.33@(466.53,376.00) | input[name=""payee.phoneNumber""]:205.33x17.33@(466.53,470.67) | input[name=""payee.accountNumber""]:205.33x17.33@(466.53,518.00) | input[name=""verifyAccount""]:205.33x17.33@(466.53,541.67) | input[name=""amount""]:205.33x17.33@(466.53,589.00) | input[value=""Send Payment""]:109.14x19.00@(466.53,659.46)"
"2026-09-02T11:44:16.960Z","ID-M14","login","size","fail","44","8","4","input[name=""username""]: measured 145.33x17.33, expected >= 44x44 | input[name=""password""]: measured 145.33x17.33, expected >= 44x44 | input[value=""Log In""]: measured 65.78x19.00, expected >= 44x44 | a[href*=""register""]: measured 48.42x14.67, expected >= 44x44","input[name=""username""]:145.33x17.33@(143.00,305.67) | input[name=""password""]:145.33x17.33@(143.00,353.67) | input[value=""Log In""]:65.78x19.00@(143.00,382.13) | a[href*=""register""]:48.42x14.67@(143.00,432.13)"
"2026-09-02T11:44:21.646Z","ID-M14","account-overview","size","fail","44","8","7","a:has-text(""Open New Account""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Accounts Overview""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Transfer Funds""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Bill Pay""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Find Transactions""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Request Loan""): measured 164.00x24.00, expected >= 44x44 | a:has-text(""Log Out""): measured 164.00x24.00, expected >= 44x44","a:has-text(""Open New Account""):164.00x24.00@(143.00,304.00) | a:has-text(""Accounts Overview""):164.00x24.00@(143.00,328.00) | a:has-text(""Transfer Funds""):164.00x24.00@(143.00,352.00) | a:has-text(""Bill Pay""):164.00x24.00@(143.00,376.00) | a:has-text(""Find Transactions""):164.00x24.00@(143.00,400.00) | a:has-text(""Request Loan""):164.00x24.00@(143.00,448.00) | a:has-text(""Log Out""):164.00x24.00@(143.00,472.00)"
